Order_ID,Customer Name,Email,Age,Gender,Country,Order_Date,Product,Category,Price,Quantity,Total_Amount,Payment_Method,Order_Status
ORD4824,John Doe,john.doe@email.com,,Female,China,15-02-2023,Headphones,Fashion,934,3,2802,UPI,Delivered
ORD4825, Liu Wei ,liu.wei@email.com,abc,Female,Spain,2023/04/05,Phone,Accessories,1417,3,4251,PayPal,Cancelled
ORD4826,Sarah Lee,sarah.lee@email.com,abc,Male,China,15-02-2023,Laptop,Electronics,770,1,770,PayPal,Delivered
ORD4827,Emily Davis,emily.davis@email.com,,Male,Germany,15-02-2023,Laptop,Accessories,1154,3,3462,,Returned
ORD4828,Mike Brown,mike.brown@email.com,,Female,UK,2023-03-10,Camera,Accessories,1015,3,3045,Debit Card,Returned
ORD4829,Emily Davis,emily.davis@email.com,51,Female,UK,2023/01/15,Camera,Accessories,984,2,1968,Debit Card,Returned
ORD4830,Raj Kumar,raj.kumar@email.com,abc,Female,USA,2023/04/05,Watch,Accessories,1469,3,4407,,Delivered
ORD4831,John Doe,john.doe@email.com,,Female,India,2023/01/15,Bag,Accessories,1197,3,3591,Debit Card,Cancelled
ORD4832,Liu Wei,liu.wei@email.com,abc,Female,India,05-06-2023,Camera,Accessories,489,2,978,Debit Card,Returned
ORD4833,Liu Wei,liu.wei@email.com,,Female,Spain,2023-03-10,Watch,Electronics,1164,2,2328,Debit Card,Returned
ORD4834, Liu Wei ,liu.wei@email.com,abc,Male,USA,2023/01/15,Bag,Accessories,313,1,313,PayPal,Returned
ORD4835,Sarah Lee,sarah.lee@email.com,,Male,Canada,2023-07-12,Camera,Fashion,952,1,952,Debit Card,Delivered
ORD4836,Maria Garcia,maria.garciaemail.com,abc,Female,Canada,2023/01/15,Watch,Fashion,1087,2,2174,PayPal,Cancelled
ORD4837,Maria Garcia,maria.garcia@email.com,,Female,Spain,2023/04/05,Camera,Accessories,1218,3,3654,Debit Card,Returned
ORD4838, Liu Wei ,liu.weiemail.com,abc,Female,India,15-02-2023,Tablet,Electronics,926,3,2778,UPI,Cancelled
ORD4839, Raj Kumar ,raj.kumar@email.com,36,Female,India,2023/04/05,Phone,Fashion,653,3,1959,Debit Card,Shipped
ORD4840, Chris Evans ,chris.evans@email.com,,Male,China,15-02-2023,Laptop,Fashion,651,1,651,Credit Card,Shipped
ORD4841,Jane Smith,jane.smith@email.com,60,Female,India,2023/04/05,Headphones,Accessories,1078,2,2156,PayPal,Returned
ORD4842,Sarah Lee,sarah.lee@email.com,abc,Female,UK,2023-03-10,Watch,Accessories,1404,3,4212,PayPal,Shipped
ORD4843, David Kim ,david.kim@email.com,50,Female,India,15-02-2023,Bag,Fashion,942,2,1884,PayPal,Delivered
ORD4844,Liu Wei,liu.wei@email.com,abc,Female,Spain,2023/01/15,T-Shirt,Accessories,1287,3,3861,UPI,Delivered
ORD4845,Jane Smith,jane.smith@email.com,,Male,Canada,2023-07-12,Tablet,Fashion,1217,3,3651,PayPal,Delivered
ORD4846,Chris Evans,chris.evans@email.com,39,Female,Germany,2023/01/15,Camera,Accessories,1500,1,1500,PayPal,Delivered
ORD4847,Mike Brown,mike.brown@email.com,,Female,UK,2023/01/15,Phone,Accessories,1138,3,3414,Debit Card,Returned
ORD4848,Anna Muller,anna.muller@email.com,31,Female,Canada,2023/04/05,Phone,Fashion,867,3,2601,Credit Card,Returned
ORD4849,Liu Wei,liu.wei@email.com,,Female,UK,2023-07-12,T-Shirt,Electronics,247,2,494,Debit Card,Delivered
ORD4850,Maria Garcia,maria.garcia@email.com,abc,Male,Spain,2023/01/15,T-Shirt,Electronics,775,1,775,Debit Card,Cancelled
ORD4851,Raj Kumar,raj.kumar@email.com,,Female,India,2023/01/15,Watch,Accessories,1121,2,2242,Credit Card,Delivered
ORD4852,Anna Muller,anna.muller@email.com,abc,Female,Spain,2023/01/15,Bag,Electronics,660,2,1320,UPI,Delivered
ORD4853,David Kim,david.kimemail.com,,Female,Spain,2023/01/15,Tablet,Electronics,1224,1,1224,Debit Card,Returned
ORD4854,David Kim,david.kimemail.com,60,Female,USA,15-02-2023,Watch,Accessories,571,1,571,PayPal,Shipped
ORD4855,Jane Smith,jane.smith@email.com,45,Female,USA,15-02-2023,Phone,Electronics,166,1,166,PayPal,Shipped
ORD4856,Mike Brown,mike.brown@email.com,33,Female,Germany,15-02-2023,T-Shirt,Fashion,362,1,362,Debit Card,Returned
ORD4857, John Doe ,john.doe@email.com,,Female,Spain,2023-03-10,Laptop,Electronics,860,1,860,UPI,Returned
ORD4858,Emily Davis,emily.davis@email.com,,Female,China,2023/01/15,Watch,Fashion,1241,3,3723,,Returned
ORD4859,Chris Evans,chris.evans@email.com,abc,Female,Canada,2023/01/15,Phone,Accessories,639,3,1917,PayPal,Shipped
ORD4860,Jane Smith,jane.smithemail.com,abc,Male,Spain,2023/01/15,Laptop,Electronics,1324,2,2648,,Cancelled
ORD4861,Chris Evans,chris.evans@email.com,42,Female,Spain,2023/01/15,Watch,Electronics,154,2,308,UPI,Shipped
ORD4862,Mike Brown,mike.brown@email.com,,Male,UK,2023-07-12,Laptop,Accessories,679,2,1358,Credit Card,Shipped
ORD4863,Liu Wei,liu.weiemail.com,45,Female,USA,05-06-2023,Bag,Accessories,974,3,2922,Debit Card,Cancelled
ORD4864,Emily Davis,emily.davis@email.com,52,Male,Germany,05-06-2023,Tablet,Fashion,645,1,645,Credit Card,Cancelled
ORD4865,Chris Evans,chris.evans@email.com,,Female,USA,2023-03-10,Shoes,Accessories,830,3,2490,,Delivered
ORD4866, Sarah Lee ,sarah.lee@email.com,19,Male,Germany,05-06-2023,Phone,Electronics,1277,2,2554,PayPal,Delivered
ORD4867,Raj Kumar,raj.kumar@email.com,53,Male,China,2023-07-12,Headphones,Electronics,780,3,2340,Debit Card,Cancelled
ORD4868,Jane Smith,jane.smith@email.com,60,Male,Spain,2023-07-12,Laptop,Accessories,977,3,2931,,Shipped
ORD4869, Jane Smith ,jane.smith@email.com,23,Male,Canada,2023-03-10,T-Shirt,Electronics,284,2,568,,Delivered
ORD4870,Anna Muller,anna.muller@email.com,abc,Male,UK,2023/04/05,Shoes,Accessories,380,1,380,Debit Card,Shipped
ORD4871,Mike Brown,mike.brown@email.com,abc,Male,USA,15-02-2023,T-Shirt,Electronics,159,2,318,Credit Card,Delivered
ORD4872,Liu Wei,liu.wei@email.com,,Male,Germany,2023/01/15,Camera,Electronics,209,2,418,Credit Card,Shipped
ORD4873,Jane Smith,jane.smith@email.com,59,Female,UK,2023/04/05,Laptop,Electronics,647,1,647,PayPal,Shipped
ORD4874,Jane Smith,jane.smith@email.com,,Male,India,2023-07-12,Shoes,Electronics,1270,3,3810,,Returned
ORD4875,John Doe,john.doe@email.com,,Female,UK,2023/04/05,T-Shirt,Electronics,640,3,1920,,Delivered
ORD4876,Maria Garcia,maria.garcia@email.com,abc,Female,China,15-02-2023,Headphones,Electronics,1228,1,1228,Debit Card,Cancelled
ORD4877, Maria Garcia ,maria.garcia@email.com,49,Male,UK,15-02-2023,Camera,Accessories,72,3,216,Credit Card,Delivered
ORD4878,Raj Kumar,raj.kumar@email.com,58,Male,Canada,2023/01/15,Headphones,Accessories,1151,1,1151,,Shipped
ORD4879,David Kim,david.kim@email.com,abc,Female,Canada,05-06-2023,Shoes,Fashion,1074,1,1074,Credit Card,Shipped
ORD4880,David Kim,david.kim@email.com,49,Female,India,2023/04/05,Shoes,Accessories,246,1,246,UPI,Returned
ORD4881,Liu Wei,liu.wei@email.com,35,Female,India,2023-03-10,Camera,Accessories,365,3,1095,Debit Card,Shipped
ORD4882, Sarah Lee ,sarah.lee@email.com,,Male,Germany,15-02-2023,Shoes,Accessories,1134,2,2268,Credit Card,Cancelled
ORD4883,Maria Garcia,maria.garcia@email.com,,Female,India,05-06-2023,Phone,Electronics,1357,1,1357,,Delivered
ORD4884, Anna Muller ,anna.muller@email.com,abc,Female,China,2023-07-12,Phone,Fashion,1104,2,2208,Debit Card,Returned
ORD4885,Emily Davis,emily.davisemail.com,28,Female,India,2023/01/15,Camera,Fashion,527,3,1581,Credit Card,Delivered
ORD4886,John Doe,john.doe@email.com,,Male,Germany,05-06-2023,Phone,Electronics,522,1,522,Debit Card,Cancelled
ORD4887, Mike Brown ,mike.brown@email.com,33,Male,Spain,15-02-2023,Phone,Fashion,882,2,1764,,Cancelled
ORD4888,Raj Kumar,raj.kumar@email.com,abc,Female,UK,05-06-2023,Camera,Electronics,633,2,1266,Credit Card,Delivered
ORD4889,Maria Garcia,maria.garcia@email.com,abc,Male,India,2023-07-12,Laptop,Electronics,694,2,1388,Debit Card,Shipped
ORD4890, David Kim ,david.kim@email.com,,Male,India,15-02-2023,Bag,Accessories,484,2,968,Debit Card,Cancelled
ORD4891,Liu Wei,liu.wei@email.com,40,Female,China,2023-03-10,Phone,Fashion,1196,3,3588,Debit Card,Cancelled
ORD4892,Emily Davis,emily.davis@email.com,abc,Male,USA,2023-03-10,Shoes,Accessories,910,2,1820,Debit Card,Returned
ORD4893,Raj Kumar,raj.kumar@email.com,,Male,India,2023/04/05,Bag,Accessories,803,1,803,Credit Card,Returned
ORD4894,Raj Kumar,raj.kumar@email.com,,Male,USA,2023/04/05,Watch,Electronics,476,3,1428,,Delivered
ORD4895, John Doe ,john.doeemail.com,46,Male,UK,15-02-2023,Phone,Fashion,1476,3,4428,,Delivered
ORD4896,Emily Davis,emily.davis@email.com,24,Male,Germany,2023-03-10,Tablet,Fashion,1121,1,1121,,Returned
ORD4897,Mike Brown,mike.brown@email.com,,Male,Canada,15-02-2023,Bag,Accessories,1144,2,2288,Credit Card,Delivered
ORD4898,Sarah Lee,sarah.lee@email.com,,Female,Canada,15-02-2023,T-Shirt,Electronics,347,1,347,UPI,Delivered
ORD4899,Emily Davis,emily.davis@email.com,,Male,India,15-02-2023,Phone,Electronics,65,2,130,,Shipped
ORD4900,John Doe,john.doe@email.com,,Male,Spain,15-02-2023,Laptop,Accessories,196,2,392,,Cancelled
ORD4901,Jane Smith,jane.smith@email.com,abc,Female,Germany,2023-03-10,Tablet,Electronics,1137,3,3411,Credit Card,Shipped
ORD4902,Maria Garcia,maria.garcia@email.com,51,Female,China,2023/01/15,Shoes,Electronics,1489,3,4467,UPI,Cancelled
ORD4903,David Kim,david.kim@email.com,48,Male,India,05-06-2023,Headphones,Fashion,414,3,1242,PayPal,Cancelled
ORD4904,Sarah Lee,sarah.lee@email.com,,Male,Canada,2023/04/05,Shoes,Accessories,46,3,138,Debit Card,Shipped
ORD4905,Mike Brown,mike.brown@email.com,59,Male,China,15-02-2023,Laptop,Electronics,1472,2,2944,UPI,Shipped
ORD4906,Raj Kumar,raj.kumar@email.com,abc,Female,China,2023-03-10,T-Shirt,Fashion,1304,3,3912,Debit Card,Cancelled
ORD4907,Emily Davis,emily.davis@email.com,abc,Female,Canada,05-06-2023,T-Shirt,Fashion,174,2,348,Debit Card,Returned
ORD4908,Emily Davis,emily.davis@email.com,,Female,Canada,2023-07-12,Watch,Electronics,1319,2,2638,UPI,Shipped
ORD4909,Maria Garcia,maria.garcia@email.com,40,Male,USA,15-02-2023,Camera,Fashion,1449,2,2898,Credit Card,Delivered
ORD4910,Mike Brown,mike.brown@email.com,21,Male,Canada,15-02-2023,Camera,Electronics,394,3,1182,UPI,Returned
ORD4911,Maria Garcia,maria.garcia@email.com,abc,Female,USA,2023-07-12,Laptop,Accessories,822,3,2466,PayPal,Cancelled
ORD4912,Emily Davis,emily.davis@email.com,abc,Female,UK,15-02-2023,Phone,Electronics,852,2,1704,,Shipped
ORD4913,Jane Smith,jane.smith@email.com,,Male,India,05-06-2023,Camera,Electronics,1142,1,1142,UPI,Returned
ORD4914,Mike Brown,mike.brown@email.com,25,Female,Germany,2023-03-10,Phone,Accessories,1297,1,1297,Debit Card,Returned
ORD4915, Maria Garcia ,maria.garcia@email.com,,Male,India,15-02-2023,Shoes,Fashion,1149,3,3447,UPI,Cancelled
ORD4916, John Doe ,john.doe@email.com,,Female,Canada,05-06-2023,Camera,Accessories,1296,2,2592,PayPal,Delivered
ORD4917,Jane Smith,jane.smith@email.com,50,Male,Canada,05-06-2023,Watch,Electronics,534,3,1602,,Cancelled
ORD4918,Anna Muller,anna.muller@email.com,,Male,Spain,2023/01/15,Headphones,Accessories,1357,1,1357,PayPal,Returned
ORD4919,David Kim,david.kim@email.com,20,Male,USA,05-06-2023,Bag,Accessories,1079,3,3237,Credit Card,Shipped
ORD4920,David Kim,david.kim@email.com,,Male,USA,2023/01/15,Headphones,Fashion,1162,2,2324,,Shipped
ORD4921,Sarah Lee,sarah.lee@email.com,abc,Female,China,05-06-2023,Headphones,Fashion,415,3,1245,,Delivered
ORD4922, John Doe ,john.doeemail.com,abc,Male,Germany,2023/04/05,Bag,Electronics,1197,3,3591,Credit Card,Returned
ORD4923,Jane Smith,jane.smithemail.com,abc,Female,Germany,05-06-2023,Watch,Electronics,710,1,710,Debit Card,Cancelled
ORD4924, Anna Muller ,anna.muller@email.com,abc,Female,USA,05-06-2023,Headphones,Electronics,169,3,507,UPI,Cancelled
ORD4925,Mike Brown,mike.brown@email.com,,Male,India,2023-03-10,Camera,Electronics,1423,3,4269,UPI,Shipped
ORD4926,Sarah Lee,sarah.lee@email.com,,Female,India,2023-03-10,T-Shirt,Electronics,993,3,2979,Credit Card,Delivered
ORD4927,Sarah Lee,sarah.lee@email.com,60,Male,Canada,2023/01/15,Tablet,Accessories,453,2,906,Credit Card,Delivered
ORD4928,Liu Wei,liu.wei@email.com,,Female,Germany,2023/01/15,Tablet,Electronics,279,1,279,Debit Card,Delivered
ORD4929,Emily Davis,emily.davis@email.com,,Female,Spain,2023/01/15,Camera,Electronics,1491,1,1491,UPI,Cancelled
ORD4930,Emily Davis,emily.davis@email.com,27,Female,Canada,2023/04/05,Watch,Electronics,1082,3,3246,UPI,Cancelled
ORD4931, Maria Garcia ,maria.garcia@email.com,,Male,USA,2023/01/15,Tablet,Accessories,954,1,954,Credit Card,Cancelled
ORD4932,Jane Smith,jane.smith@email.com,,Female,UK,2023-07-12,Camera,Electronics,645,1,645,Credit Card,Shipped
ORD4933,John Doe,john.doe@email.com,abc,Male,Spain,05-06-2023,Headphones,Electronics,152,2,304,UPI,Delivered
ORD4934, Chris Evans ,chris.evans@email.com,30,Male,USA,2023/04/05,T-Shirt,Accessories,344,2,688,Debit Card,Cancelled
ORD4935,Chris Evans,chris.evans@email.com,20,Male,USA,05-06-2023,T-Shirt,Fashion,1220,1,1220,Debit Card,Cancelled
ORD4936,John Doe,john.doe@email.com,abc,Male,Germany,15-02-2023,Camera,Fashion,288,2,576,,Delivered
ORD4937,Emily Davis,emily.davis@email.com,39,Male,Spain,2023/04/05,Shoes,Fashion,417,3,1251,PayPal,Cancelled
ORD4938,Chris Evans,chris.evans@email.com,abc,Female,Germany,2023-03-10,T-Shirt,Fashion,810,3,2430,,Cancelled
ORD4939,Chris Evans,chris.evans@email.com,,Male,Canada,2023-03-10,Bag,Electronics,1343,3,4029,Debit Card,Delivered
ORD4940,Liu Wei,liu.wei@email.com,abc,Female,India,05-06-2023,Bag,Accessories,1232,3,3696,PayPal,Cancelled
ORD4941,Liu Wei,liu.wei@email.com,abc,Male,UK,05-06-2023,Headphones,Accessories,38,3,114,UPI,Returned
ORD4942, Chris Evans ,chris.evansemail.com,abc,Male,Germany,2023/01/15,T-Shirt,Electronics,677,3,2031,PayPal,Cancelled
ORD4943,Anna Muller,anna.muller@email.com,abc,Male,Germany,15-02-2023,Headphones,Accessories,1126,2,2252,,Returned
ORD4944,Anna Muller,anna.muller@email.com,,Female,Spain,2023-03-10,Tablet,Electronics,612,2,1224,Debit Card,Delivered
ORD4945,John Doe,john.doe@email.com,abc,Female,Canada,2023/04/05,Shoes,Accessories,573,3,1719,Credit Card,Delivered
ORD4946,Liu Wei,liu.wei@email.com,abc,Male,India,2023/04/05,Phone,Fashion,1106,2,2212,Credit Card,Shipped
ORD4947,Liu Wei,liu.wei@email.com,abc,Female,India,2023/04/05,Bag,Fashion,162,3,486,Debit Card,Shipped
ORD4948,Maria Garcia,maria.garcia@email.com,42,Female,UK,05-06-2023,Camera,Electronics,1138,2,2276,Debit Card,Cancelled
ORD4949, Mike Brown ,mike.brown@email.com,abc,Female,India,2023-07-12,Headphones,Fashion,800,2,1600,Debit Card,Delivered
ORD4950,Raj Kumar,raj.kumar@email.com,31,Female,Canada,15-02-2023,Phone,Fashion,755,1,755,Credit Card,Returned
ORD4951,Chris Evans,chris.evans@email.com,abc,Female,Spain,2023/01/15,Shoes,Accessories,73,1,73,Credit Card,Returned
ORD4952,Mike Brown,mike.brown@email.com,abc,Male,UK,2023/04/05,Bag,Electronics,1205,3,3615,Credit Card,Delivered
ORD4953,Emily Davis,emily.davis@email.com,abc,Male,India,2023/01/15,Tablet,Electronics,40,3,120,PayPal,Delivered
ORD4954,Anna Muller,anna.muller@email.com,28,Female,USA,2023-07-12,Camera,Electronics,1440,3,4320,Credit Card,Shipped
ORD4955,Jane Smith,jane.smithemail.com,,Male,USA,2023/04/05,Phone,Electronics,1061,3,3183,PayPal,Cancelled
ORD4956,Raj Kumar,raj.kumar@email.com,abc,Female,Germany,2023-03-10,Watch,Accessories,1395,2,2790,PayPal,Cancelled
ORD4957,Maria Garcia,maria.garcia@email.com,37,Female,UK,2023/01/15,Phone,Electronics,1359,2,2718,Debit Card,Shipped
ORD4958,Sarah Lee,sarah.lee@email.com,,Male,Spain,15-02-2023,Laptop,Accessories,172,2,344,Credit Card,Cancelled
ORD4959,Jane Smith,jane.smith@email.com,abc,Female,China,2023/01/15,Shoes,Electronics,33,3,99,,Shipped
ORD4960,Jane Smith,jane.smith@email.com,,Male,Germany,15-02-2023,Shoes,Electronics,573,1,573,Debit Card,Delivered
ORD4961,Maria Garcia,maria.garcia@email.com,,Female,Germany,2023/01/15,Headphones,Fashion,925,3,2775,Debit Card,Delivered
ORD4962,David Kim,david.kim@email.com,,Male,India,2023/04/05,Camera,Fashion,1134,1,1134,,Cancelled
ORD4963,Sarah Lee,sarah.lee@email.com,abc,Female,UK,2023/04/05,Laptop,Accessories,668,1,668,Debit Card,Returned
ORD4964,Sarah Lee,sarah.lee@email.com,35,Female,Canada,05-06-2023,Tablet,Accessories,447,2,894,Credit Card,Cancelled
ORD4965,Chris Evans,chris.evans@email.com,28,Female,USA,2023/04/05,Watch,Electronics,643,1,643,,Cancelled
ORD4966, Chris Evans ,chris.evans@email.com,abc,Male,India,2023-07-12,Phone,Accessories,863,2,1726,UPI,Delivered
ORD4967,Mike Brown,mike.brown@email.com,,Male,India,2023/01/15,Laptop,Fashion,745,1,745,UPI,Returned
ORD4968,Anna Muller,anna.muller@email.com,abc,Male,Germany,2023-07-12,T-Shirt,Electronics,969,2,1938,,Returned
ORD4969,Jane Smith,jane.smithemail.com,,Male,Spain,2023/01/15,Bag,Electronics,563,2,1126,UPI,Cancelled
ORD4970,Mike Brown,mike.brown@email.com,44,Male,Spain,2023/04/05,Tablet,Accessories,285,3,855,,Delivered
ORD4971,John Doe,john.doe@email.com,,Male,UK,2023/04/05,Laptop,Electronics,457,3,1371,Debit Card,Cancelled
ORD4972,Raj Kumar,raj.kumaremail.com,abc,Male,Germany,05-06-2023,Tablet,Electronics,1010,2,2020,UPI,Shipped
ORD4973,Mike Brown,mike.brown@email.com,abc,Male,UK,2023/04/05,Camera,Electronics,156,2,312,,Cancelled
ORD4974,Liu Wei,liu.weiemail.com,abc,Female,India,05-06-2023,Laptop,Electronics,1267,2,2534,UPI,Cancelled
ORD4975,David Kim,david.kim@email.com,47,Male,India,2023-03-10,Phone,Fashion,279,3,837,,Cancelled
ORD4976,Emily Davis,emily.davis@email.com,abc,Female,China,2023-07-12,Watch,Accessories,1016,1,1016,Credit Card,Returned
ORD4977,Anna Muller,anna.muller@email.com,,Male,China,2023/04/05,Shoes,Accessories,1221,2,2442,Credit Card,Returned
ORD4978,David Kim,david.kim@email.com,,Male,Spain,2023/01/15,Laptop,Accessories,240,1,240,PayPal,Cancelled
ORD4979,Emily Davis,emily.davis@email.com,,Male,Spain,2023-03-10,T-Shirt,Electronics,630,1,630,Debit Card,Cancelled
ORD4980,John Doe,john.doe@email.com,40,Male,Spain,2023-03-10,Headphones,Electronics,289,3,867,PayPal,Cancelled
ORD4981,Chris Evans,chris.evans@email.com,abc,Female,UK,05-06-2023,Tablet,Electronics,1373,1,1373,UPI,Returned
ORD4982,Chris Evans,chris.evans@email.com,53,Female,USA,2023/01/15,Laptop,Accessories,620,1,620,UPI,Delivered
ORD4983,Chris Evans,chris.evans@email.com,abc,Male,UK,2023/04/05,T-Shirt,Electronics,1102,1,1102,Debit Card,Returned
ORD4984, Sarah Lee ,sarah.lee@email.com,41,Female,Canada,05-06-2023,Shoes,Accessories,1344,3,4032,PayPal,Returned
ORD4985,Mike Brown,mike.brownemail.com,abc,Male,USA,2023/04/05,Shoes,Accessories,638,2,1276,,Returned
ORD4986,Sarah Lee,sarah.lee@email.com,27,Male,Germany,2023/01/15,Phone,Fashion,419,2,838,,Shipped
ORD4987,Liu Wei,liu.wei@email.com,27,Female,India,05-06-2023,T-Shirt,Electronics,441,1,441,UPI,Returned
ORD4988,Mike Brown,mike.brown@email.com,abc,Female,Canada,15-02-2023,Headphones,Accessories,910,1,910,PayPal,Delivered
ORD4989,Maria Garcia,maria.garcia@email.com,,Female,China,2023-07-12,T-Shirt,Electronics,400,2,800,Debit Card,Shipped
ORD4990,David Kim,david.kim@email.com,abc,Male,Canada,2023/01/15,Watch,Fashion,703,3,2109,Debit Card,Shipped
ORD4991,Liu Wei,liu.wei@email.com,,Female,Spain,2023-03-10,Headphones,Fashion,196,3,588,UPI,Returned
ORD4992,Jane Smith,jane.smith@email.com,abc,Female,UK,2023-03-10,Watch,Accessories,1367,2,2734,,Cancelled
ORD4993,Liu Wei,liu.wei@email.com,abc,Female,China,2023-07-12,Shoes,Fashion,461,3,1383,UPI,Cancelled
ORD4994, Maria Garcia ,maria.garcia@email.com,55,Female,Spain,05-06-2023,Camera,Fashion,969,3,2907,Debit Card,Delivered
ORD4995,John Doe,john.doe@email.com,,Female,Canada,2023/04/05,Watch,Accessories,1245,3,3735,,Returned
ORD4996,John Doe,john.doe@email.com,39,Male,Canada,05-06-2023,Laptop,Accessories,1376,3,4128,Credit Card,Cancelled
ORD4997,Mike Brown,mike.brown@email.com,51,Female,Spain,2023/04/05,Phone,Accessories,578,3,1734,Credit Card,Returned
ORD4998,David Kim,david.kim@email.com,,Male,China,2023-07-12,Laptop,Accessories,931,3,2793,PayPal,Cancelled
ORD4999,Raj Kumar,raj.kumar@email.com,,Male,Spain,2023-07-12,Laptop,Accessories,93,2,186,Credit Card,Cancelled
ORD5000,David Kim,david.kim@email.com,abc,Female,USA,05-06-2023,Shoes,Fashion,1447,1,1447,Debit Card,Cancelled
ORD5001,Emily Davis,emily.davis@email.com,,Male,India,2023-07-12,T-Shirt,Fashion,1204,1,1204,Credit Card,Returned
ORD5002,Maria Garcia,maria.garcia@email.com,,Female,China,2023-07-12,Laptop,Electronics,1399,2,2798,UPI,Cancelled
ORD5003,John Doe,john.doe@email.com,52,Female,India,2023-03-10,Tablet,Electronics,867,1,867,UPI,Delivered
ORD5004,Sarah Lee,sarah.lee@email.com,45,Female,UK,2023-07-12,Tablet,Electronics,860,2,1720,PayPal,Shipped
ORD5005,Chris Evans,chris.evans@email.com,abc,Male,UK,2023/04/05,Headphones,Electronics,849,3,2547,PayPal,Shipped
ORD5006,Mike Brown,mike.brown@email.com,abc,Female,Spain,2023/01/15,Bag,Fashion,543,1,543,,Cancelled
ORD5007,Jane Smith,jane.smith@email.com,abc,Female,USA,2023-07-12,Watch,Accessories,562,3,1686,PayPal,Returned
ORD5008,Emily Davis,emily.davis@email.com,abc,Female,USA,2023/04/05,Laptop,Fashion,754,3,2262,Credit Card,Cancelled
ORD5009,Emily Davis,emily.davis@email.com,49,Female,UK,05-06-2023,Shoes,Accessories,743,1,743,PayPal,Cancelled
ORD5010,David Kim,david.kim@email.com,53,Male,Canada,2023/01/15,Bag,Accessories,265,3,795,,Cancelled
ORD5011,Maria Garcia,maria.garcia@email.com,,Male,Spain,2023/04/05,Phone,Accessories,237,2,474,PayPal,Shipped
ORD5012,Liu Wei,liu.wei@email.com,abc,Female,Canada,2023/04/05,Watch,Fashion,798,1,798,,Cancelled
ORD5013,David Kim,david.kim@email.com,,Female,China,2023-03-10,Watch,Electronics,177,2,354,Credit Card,Delivered
ORD5014,Sarah Lee,sarah.lee@email.com,abc,Female,UK,05-06-2023,Camera,Fashion,1093,1,1093,Credit Card,Shipped
ORD5015, John Doe ,john.doe@email.com,abc,Female,UK,2023-07-12,Tablet,Electronics,844,2,1688,PayPal,Cancelled
ORD5016,Anna Muller,anna.mulleremail.com,,Female,India,2023/04/05,Shoes,Electronics,420,3,1260,,Shipped
ORD5017,Anna Muller,anna.muller@email.com,abc,Male,UK,2023/01/15,Laptop,Electronics,1103,3,3309,PayPal,Returned
ORD5018, Jane Smith ,jane.smith@email.com,,Female,Germany,15-02-2023,Tablet,Accessories,514,2,1028,Debit Card,Shipped
ORD5019,Chris Evans,chris.evans@email.com,abc,Female,Spain,2023-03-10,Watch,Fashion,1219,3,3657,Debit Card,Delivered
ORD5020,Anna Muller,anna.muller@email.com,57,Female,Germany,2023/04/05,Camera,Electronics,855,3,2565,,Shipped
ORD5021,Liu Wei,liu.weiemail.com,,Female,USA,2023-07-12,Shoes,Electronics,493,3,1479,PayPal,Delivered
ORD5022,John Doe,john.doe@email.com,45,Female,India,2023/04/05,Bag,Accessories,850,3,2550,,Returned
ORD5023,Mike Brown,mike.brown@email.com,abc,Female,China,2023-03-10,Camera,Accessories,546,1,546,UPI,Shipped
ORD5024,John Doe,john.doe@email.com,abc,Male,Spain,2023-03-10,Laptop,Fashion,197,1,197,Credit Card,Cancelled
ORD5025, John Doe ,john.doe@email.com,34,Female,Canada,2023-07-12,Tablet,Fashion,522,2,1044,PayPal,Returned
ORD5026,Liu Wei,liu.wei@email.com,abc,Female,USA,2023-07-12,Phone,Fashion,747,3,2241,,Returned
ORD5027,Chris Evans,chris.evans@email.com,34,Male,UK,2023-03-10,Headphones,Accessories,805,3,2415,Debit Card,Returned
ORD5028,David Kim,david.kim@email.com,,Male,Spain,2023/01/15,Phone,Electronics,548,2,1096,Credit Card,Cancelled
ORD5029,Anna Muller,anna.muller@email.com,abc,Male,China,05-06-2023,Laptop,Fashion,651,1,651,PayPal,Cancelled
ORD5030,Jane Smith,jane.smith@email.com,abc,Female,India,2023/01/15,Tablet,Fashion,1473,2,2946,,Returned
ORD5031,Maria Garcia,maria.garcia@email.com,abc,Male,China,2023/04/05,Camera,Accessories,503,3,1509,UPI,Cancelled
ORD5032,Mike Brown,mike.brown@email.com,46,Female,China,15-02-2023,Bag,Fashion,579,2,1158,Debit Card,Shipped
ORD5033,Emily Davis,emily.davis@email.com,33,Female,UK,2023/01/15,Tablet,Accessories,499,1,499,,Returned
ORD5034,Anna Muller,anna.muller@email.com,,Female,Germany,2023/01/15,Shoes,Electronics,1010,3,3030,UPI,Cancelled
ORD5035,Emily Davis,emily.davis@email.com,55,Female,Germany,2023-03-10,Camera,Fashion,575,3,1725,Credit Card,Cancelled
ORD5036,Chris Evans,chris.evans@email.com,25,Male,China,2023-03-10,Phone,Accessories,409,1,409,UPI,Delivered
ORD5037,Raj Kumar,raj.kumar@email.com,abc,Male,India,2023/04/05,T-Shirt,Electronics,1257,1,1257,,Shipped
ORD5038,Mike Brown,mike.brown@email.com,abc,Male,India,05-06-2023,Shoes,Electronics,59,3,177,Debit Card,Delivered
ORD5039, Mike Brown ,mike.brownemail.com,abc,Female,Canada,2023-03-10,Camera,Electronics,136,1,136,Debit Card,Shipped
